region,zone,district,traditional_authority,facility_name,datim_code,system,hsector,period,reporting_period,sub_groups,new_women_registered,total_women_in_booking_cohort,not_tested_for_syphilis,syphilis_negative,syphilis_positive,hiv_status_not_ascertained,previous_negative,previous_positive,new_negative,new_positive,not_on_cpt,on_cpt,no_ar_vs,already_on_art_when_starting_anc,started_art_at_0_27_weeks_of_pregnancy,started_art_at_28_weeks_of_preg,no_ar_vs_dispensed_for_infant,ar_vs_dispensed_for_infant
Central Region,Central West Zone,Lilongwe,TA Tsabango,Lighthouse,IpwybTWv2Nx,POC,Public,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Lighthouse,IpwybTWv2Nx,POC,Public,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Lighthouse,IpwybTWv2Nx,POC,Public,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Lighthouse,IpwybTWv2Nx,POC,Public,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kamuzu Central Hospital Opd1,xmmVH54PEq6,POC,Public,2019 Q3,1st month of quarter,All patients (checked data),87,NA,NA,NA,NA,2,19,6,60,0,NA,NA,0,6,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kamuzu Central Hospital Opd1,xmmVH54PEq6,POC,Public,2019 Q3,1st month of quarter,ANC women after 6 months,NA,79,4,73,2,2,0,3,71,3,0,6,0,3,3,0,0,6
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kamuzu Central Hospital Opd1,xmmVH54PEq6,POC,Public,2019 Q3,2nd month of quarter,All patients (checked data),57,NA,NA,NA,NA,1,8,2,46,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kamuzu Central Hospital Opd1,xmmVH54PEq6,POC,Public,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,88,3,85,0,2,2,1,78,5,0,6,1,1,1,3,0,6
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kamuzu Central Hospital Opd1,xmmVH54PEq6,POC,Public,2019 Q3,3rd month of quarter,All patients (checked data),55,NA,NA,NA,NA,2,12,1,40,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kamuzu Central Hospital Opd1,xmmVH54PEq6,POC,Public,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,69,4,65,0,1,6,0,60,2,0,2,0,0,2,0,0,2
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Medical Services,RW5BpQRrEmS,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),3,NA,NA,NA,NA,0,1,2,0,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Medical Services,RW5BpQRrEmS,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,4,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Medical Services,RW5BpQRrEmS,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),3,NA,NA,NA,NA,0,2,1,0,0,NA,NA,1,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Medical Services,RW5BpQRrEmS,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Medical Services,RW5BpQRrEmS,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),1,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Medical Services,RW5BpQRrEmS,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,3,1,2,0,0,1,2,0,0,0,2,0,1,1,0,0,2
Central Region,Central West Zone,Lilongwe,TA Tsabango,Dr David Livingstone Memorial Clinic,HEgR64K5gxC,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),16,NA,NA,NA,NA,1,1,3,10,1,NA,NA,0,3,1,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Dr David Livingstone Memorial Clinic,HEgR64K5gxC,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,18,0,18,0,0,1,2,14,1,0,3,0,2,0,1,0,3
Central Region,Central West Zone,Lilongwe,TA Tsabango,Dr David Livingstone Memorial Clinic,HEgR64K5gxC,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),8,NA,NA,NA,NA,1,1,1,4,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Dr David Livingstone Memorial Clinic,HEgR64K5gxC,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,15,1,14,0,0,1,3,11,0,0,3,0,3,0,0,0,3
Central Region,Central West Zone,Lilongwe,TA Tsabango,Dr David Livingstone Memorial Clinic,HEgR64K5gxC,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),17,NA,NA,NA,NA,0,2,2,13,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Dr David Livingstone Memorial Clinic,HEgR64K5gxC,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,19,3,14,2,0,1,0,17,1,0,1,0,0,1,0,0,1
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Health Centre,wHSMFt17hRk,POC,Public,2019 Q3,1st month of quarter,All patients (checked data),464,NA,NA,NA,NA,0,0,21,435,8,NA,NA,2,20,6,1,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Health Centre,wHSMFt17hRk,POC,Public,2019 Q3,1st month of quarter,ANC women after 6 months,NA,510,0,505,5,0,182,35,273,20,0,55,0,35,16,4,0,55
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Health Centre,wHSMFt17hRk,POC,Public,2019 Q3,2nd month of quarter,All patients (checked data),390,NA,NA,NA,NA,0,0,28,354,8,NA,NA,0,28,5,3,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Health Centre,wHSMFt17hRk,POC,Public,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,352,0,346,6,0,100,23,220,9,0,32,0,23,5,4,0,32
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Health Centre,wHSMFt17hRk,POC,Public,2019 Q3,3rd month of quarter,All patients (checked data),466,NA,NA,NA,NA,0,0,30,425,11,NA,NA,0,30,10,1,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kawale Health Centre,wHSMFt17hRk,POC,Public,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,400,0,391,9,0,149,33,209,9,0,42,0,33,5,4,0,42
Central Region,Central West Zone,Lilongwe,TA Tsabango,Bwaila Hospital Martin Preuss Centre,LFnzIQ00XEB,POC,Public,2019 Q3,1st month of quarter,All patients (checked data),1370,NA,NA,NA,NA,2,1,109,1214,44,NA,NA,2,109,35,7,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Bwaila Hospital Martin Preuss Centre,LFnzIQ00XEB,POC,Public,2019 Q3,1st month of quarter,ANC women after 6 months,NA,1535,2,1524,9,0,34,78,1364,59,0,137,0,78,51,8,0,137
Central Region,Central West Zone,Lilongwe,TA Tsabango,Bwaila Hospital Martin Preuss Centre,LFnzIQ00XEB,POC,Public,2019 Q3,2nd month of quarter,All patients (checked data),1346,NA,NA,NA,NA,1,5,106,1191,43,NA,NA,2,106,33,8,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Bwaila Hospital Martin Preuss Centre,LFnzIQ00XEB,POC,Public,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,1286,0,1281,5,1,1,70,1167,47,0,117,0,70,43,4,0,117
Central Region,Central West Zone,Lilongwe,TA Tsabango,Bwaila Hospital Martin Preuss Centre,LFnzIQ00XEB,POC,Public,2019 Q3,3rd month of quarter,All patients (checked data),1379,NA,NA,NA,NA,0,0,92,1245,42,NA,NA,0,92,35,7,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Bwaila Hospital Martin Preuss Centre,LFnzIQ00XEB,POC,Public,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,1304,1,1293,10,0,1,67,1198,38,0,105,0,67,33,5,0,105
Central Region,Central West Zone,Lilongwe,TA Tsabango,Partners In Hope Clinic Dalitso Clinic (private),Wiv7WLpOjrk,POC,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Partners In Hope Clinic Dalitso Clinic (private),Wiv7WLpOjrk,POC,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Partners In Hope Clinic Dalitso Clinic (private),Wiv7WLpOjrk,POC,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Partners In Hope Clinic Dalitso Clinic (private),Wiv7WLpOjrk,POC,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Partners In Hope Clinic Dalitso Clinic (private),Wiv7WLpOjrk,POC,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Partners In Hope Clinic Dalitso Clinic (private),Wiv7WLpOjrk,POC,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kang'oma Health Centre,Ob5KnXVQynl,e-mastercard,Public,2019 Q3,1st month of quarter,All patients (checked data),145,NA,NA,NA,NA,0,1,1,142,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kang'oma Health Centre,Ob5KnXVQynl,e-mastercard,Public,2019 Q3,1st month of quarter,ANC women after 6 months,NA,104,5,99,0,0,0,1,102,1,0,2,0,1,1,0,0,2
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kang'oma Health Centre,Ob5KnXVQynl,e-mastercard,Public,2019 Q3,2nd month of quarter,All patients (checked data),103,NA,NA,NA,NA,8,0,2,93,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kang'oma Health Centre,Ob5KnXVQynl,e-mastercard,Public,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,98,96,2,0,7,0,2,87,2,0,4,0,2,2,0,1,3
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kang'oma Health Centre,Ob5KnXVQynl,e-mastercard,Public,2019 Q3,3rd month of quarter,All patients (checked data),113,NA,NA,NA,NA,0,0,1,112,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kang'oma Health Centre,Ob5KnXVQynl,e-mastercard,Public,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,92,54,38,0,3,0,2,84,3,2,3,0,2,3,0,2,3
Central Region,Central West Zone,Lilongwe,TA Tsabango,New State House Dispensary,Q44GQmAstb0,e-mastercard,Public,2019 Q3,1st month of quarter,All patients (checked data),21,NA,NA,NA,NA,0,0,1,20,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,New State House Dispensary,Q44GQmAstb0,e-mastercard,Public,2019 Q3,1st month of quarter,ANC women after 6 months,NA,32,0,30,2,0,0,0,32,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,New State House Dispensary,Q44GQmAstb0,e-mastercard,Public,2019 Q3,2nd month of quarter,All patients (checked data),21,NA,NA,NA,NA,4,0,0,17,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,New State House Dispensary,Q44GQmAstb0,e-mastercard,Public,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,16,3,13,0,0,0,1,15,0,0,1,0,1,0,0,0,1
Central Region,Central West Zone,Lilongwe,TA Tsabango,New State House Dispensary,Q44GQmAstb0,e-mastercard,Public,2019 Q3,3rd month of quarter,All patients (checked data),17,NA,NA,NA,NA,3,0,0,14,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,New State House Dispensary,Q44GQmAstb0,e-mastercard,Public,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,22,0,22,0,0,1,1,19,1,0,2,0,1,0,1,0,2
Central Region,Central West Zone,Lilongwe,TA Tsabango,Achikondi Women Community Friendly Service,FhQhjdiZXxo,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),30,NA,NA,NA,NA,0,0,2,24,4,NA,NA,0,2,3,1,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Achikondi Women Community Friendly Service,FhQhjdiZXxo,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,32,9,23,0,0,1,1,27,3,0,4,0,2,1,1,0,4
Central Region,Central West Zone,Lilongwe,TA Tsabango,Achikondi Women Community Friendly Service,FhQhjdiZXxo,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),36,NA,NA,NA,NA,1,0,1,33,1,NA,NA,0,1,1,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Achikondi Women Community Friendly Service,FhQhjdiZXxo,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,20,3,17,0,0,1,2,15,2,0,4,0,2,2,0,0,4
Central Region,Central West Zone,Lilongwe,TA Tsabango,Achikondi Women Community Friendly Service,FhQhjdiZXxo,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),30,NA,NA,NA,NA,0,1,1,25,3,NA,NA,0,1,3,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Achikondi Women Community Friendly Service,FhQhjdiZXxo,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,15,5,10,0,0,0,3,12,0,0,3,0,3,0,0,0,3
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kachere Private Clinic,vvveNOFs8ZI,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kachere Private Clinic,vvveNOFs8ZI,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kachere Private Clinic,vvveNOFs8ZI,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kachere Private Clinic,vvveNOFs8ZI,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kachere Private Clinic,vvveNOFs8ZI,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Kachere Private Clinic,vvveNOFs8ZI,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Maziko Private Clinic,cfKE98ebFza,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),9,NA,NA,NA,NA,0,0,0,8,1,NA,NA,0,0,1,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Maziko Private Clinic,cfKE98ebFza,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,9,0,9,0,0,0,0,8,1,0,1,0,0,0,1,0,1
Central Region,Central West Zone,Lilongwe,TA Tsabango,Maziko Private Clinic,cfKE98ebFza,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),13,NA,NA,NA,NA,0,0,1,12,0,NA,NA,0,1,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Maziko Private Clinic,cfKE98ebFza,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,8,0,8,0,0,0,2,6,0,0,2,0,2,0,0,0,2
Central Region,Central West Zone,Lilongwe,TA Tsabango,Maziko Private Clinic,cfKE98ebFza,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),7,NA,NA,NA,NA,0,0,2,5,0,NA,NA,0,2,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Maziko Private Clinic,cfKE98ebFza,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,8,0,8,0,0,0,1,7,0,0,1,0,1,0,0,0,1
Central Region,Central West Zone,Lilongwe,TA Tsabango,Area 36 Private Clinic,yh9S2BgUSGx,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Area 36 Private Clinic,yh9S2BgUSGx,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Area 36 Private Clinic,yh9S2BgUSGx,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Area 36 Private Clinic,yh9S2BgUSGx,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Area 36 Private Clinic,yh9S2BgUSGx,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Area 36 Private Clinic,yh9S2BgUSGx,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Umoyo Private Clinic,fsWlH8QeRft,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Umoyo Private Clinic,fsWlH8QeRft,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Umoyo Private Clinic,fsWlH8QeRft,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Umoyo Private Clinic,fsWlH8QeRft,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Umoyo Private Clinic,fsWlH8QeRft,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Umoyo Private Clinic,fsWlH8QeRft,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Fpam Clinic Kawale,DlXETV03LkQ,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Fpam Clinic Kawale,DlXETV03LkQ,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Fpam Clinic Kawale,DlXETV03LkQ,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Fpam Clinic Kawale,DlXETV03LkQ,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,TA Tsabango,Fpam Clinic Kawale,DlXETV03LkQ,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,TA Tsabango,Fpam Clinic Kawale,DlXETV03LkQ,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 5,Nyamanda Private Clinic,NA,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),1,NA,NA,NA,NA,0,0,0,1,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 5,Nyamanda Private Clinic,NA,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,4,0,3,1,0,0,1,3,0,0,1,0,1,0,0,0,1
Central Region,Central West Zone,Lilongwe,Area 5,Nyamanda Private Clinic,NA,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),3,NA,NA,NA,NA,0,0,0,3,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 5,Nyamanda Private Clinic,NA,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 5,Nyamanda Private Clinic,NA,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 5,Nyamanda Private Clinic,NA,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
Central Region,Central West Zone,Lilongwe,Area 29,Alliance One Clinic,PN8NzabLRog,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 29,Alliance One Clinic,PN8NzabLRog,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 29,Alliance One Clinic,PN8NzabLRog,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 29,Alliance One Clinic,PN8NzabLRog,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 29,Alliance One Clinic,PN8NzabLRog,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 29,Alliance One Clinic,PN8NzabLRog,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 47,Central Health Clinic Area 47,PsB7R33fjCd,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 47,Central Health Clinic Area 47,PsB7R33fjCd,e-mastercard,Private,2019 Q3,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 47,Central Health Clinic Area 47,PsB7R33fjCd,e-mastercard,Private,2019 Q3,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 47,Central Health Clinic Area 47,PsB7R33fjCd,e-mastercard,Private,2019 Q3,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 47,Central Health Clinic Area 47,PsB7R33fjCd,e-mastercard,Private,2019 Q3,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Central Region,Central West Zone,Lilongwe,Area 47,Central Health Clinic Area 47,PsB7R33fjCd,e-mastercard,Private,2019 Q3,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Region,Central West Zone,Lilongwe,Area 46,Tachira Private Clinic,yx00t4RuKBW,e-mastercard,Private,2019 Q3,1st month of quarter,All patients (checked data),3,NA,NA,NA,NA,1,0,1,1,0,NA,NA,0,1,0,0,NA,NA
